source,L_Lsun,R_Rsun,M_total_Msun,A_V,m_nuc,D_L_Gpc,DM,R_max_Rsun,validity,m_unlensed,mu_cusp,m_lensed,flux_ratio,delta_m_peak,P_inject_days,detector,threshold,recovery_fraction,binom_se,n_inj,seed,aperture_note,source_label
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.5,38.49,3500.0,VALID,34.87443692659802,336324.7114603809,21.55753998090581,0.09483835395957309,0.09837500760800064,18.0071,blind_harmonic_sum,0.804701,0.4600,0.0352,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.5,38.49,3500.0,VALID,34.87443692659802,336324.7114603809,21.55753998090581,0.09483835395957309,0.09837500760800064,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.7,39.23,3500.0,VALID,35.61443692659802,336324.7114603809,22.297539980905803,0.04797157833653296,0.050873761154124425,18.0071,global_max,0.427687,0.1800,0.0272,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.7,39.23,3500.0,VALID,35.61443692659802,336324.7114603809,22.297539980905803,0.04797157833653296,0.050873761154124425,18.0071,blind_harmonic_sum,0.804701,0.0750,0.0186,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.7,39.23,3500.0,VALID,35.61443692659802,336324.7114603809,22.297539980905803,0.04797157833653296,0.050873761154124425,18.0071,oracle_single_freq,0.093194,0.9950,0.0050,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,22.717539980905805,0.03258247026855298,0.0348118698337469,18.0071,global_max,0.427687,0.0150,0.0086,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,22.717539980905805,0.03258247026855298,0.0348118698337469,18.0071,blind_harmonic_sum,0.804701,0.0100,0.0070,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,22.717539980905805,0.03258247026855298,0.0348118698337469,18.0071,oracle_single_freq,0.093194,0.9250,0.0186,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,23.067539980905813,0.02360391313061381,0.02532984370166443,18.0071,global_max,0.427687,0.0050,0.0050,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,23.067539980905813,0.02360391313061381,0.02532984370166443,18.0071,blind_harmonic_sum,0.804701,0.0000,0.0000,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,23.067539980905813,0.02360391313061381,0.02532984370166443,18.0071,oracle_single_freq,0.093194,0.7250,0.0316,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,24.577539980905804,0.005874677193523049,0.006359687401852016,18.0071,global_max,0.427687,0.0200,0.0099,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,24.577539980905804,0.005874677193523049,0.006359687401852016,18.0071,blind_harmonic_sum,0.804701,0.0100,0.0070,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,24.577539980905804,0.005874677193523049,0.006359687401852016,18.0071,oracle_single_freq,0.093194,0.0650,0.0174,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,25.377539980905816,0.0028117972875016045,0.0030485861181356088,18.0071,global_max,0.427687,0.0200,0.0099,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,25.377539980905816,0.0028117972875016045,0.0030485861181356088,18.0071,blind_harmonic_sum,0.804701,0.0000,0.0000,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,25.377539980905816,0.0028117972875016045,0.0030485861181356088,18.0071,oracle_single_freq,0.093194,0.0450,0.0147,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,18.56753998090581,1.4893062348233308,0.9901958171673287,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,18.56753998090581,1.4893062348233308,0.9901958171673287,18.0071,blind_harmonic_sum,0.804701,0.8600,0.0245,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,18.56753998090581,1.4893062348233308,0.9901958171673287,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.2,36.51,3500.0,VALID,32.89443692659802,336324.7114603809,20.077539980905804,0.3706670721703658,0.34232994937753675,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.2,36.51,3500.0,VALID,32.89443692659802,336324.7114603809,20.077539980905804,0.3706670721703658,0.34232994937753675,18.0071,blind_harmonic_sum,0.804701,0.8700,0.0238,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.2,36.51,3500.0,VALID,32.89443692659802,336324.7114603809,20.077539980905804,0.3706670721703658,0.34232994937753675,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.35,37.72,3500.0,VALID,34.10443692659803,336324.7114603809,21.287539980905812,0.12161412169111692,0.12460867161244649,18.0071,global_max,0.427687,0.9250,0.0186,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
